data/training_data/raccoon-173.jpg 240,27,496,387,0
data/training_data/raccoon-174.jpg 329,62,573,445,0
data/training_data/raccoon-175.jpg 129,91,313,312,0
data/training_data/raccoon-176.jpg 317,95,601,418,0
data/training_data/raccoon-177.jpg 43,21,154,161,0 157,19,258,138,0
data/training_data/raccoon-178.jpg 106,18,234,173,0
data/training_data/raccoon-179.jpg 7,182,232,391,0
data/training_data/raccoon-18.jpg 74,45,179,117,0
data/training_data/raccoon-180.jpg 161,128,319,376,0
data/training_data/raccoon-181.jpg 153,3,353,277,0
data/training_data/raccoon-182.jpg 44,171,232,449,0
data/training_data/raccoon-183.jpg 450,156,974,978,0
data/training_data/raccoon-184.jpg 133,89,552,600,0
data/training_data/raccoon-185.jpg 68,3,186,177,0
data/training_data/raccoon-186.jpg 198,53,526,381,0
data/training_data/raccoon-187.jpg 175,141,281,271,0
data/training_data/raccoon-188.jpg 113,78,344,330,0
data/training_data/raccoon-189.jpg 69,13,459,384,0
data/training_data/raccoon-19.jpg 104,12,182,75,0
data/training_data/raccoon-190.jpg 85,58,152,128,0
data/training_data/raccoon-191.jpg 155,106,470,312,0
data/training_data/raccoon-192.jpg 175,176,290,274,0
data/training_data/raccoon-193.jpg 138,238,372,642,0
data/training_data/raccoon-194.jpg 2,89,392,666,0
data/training_data/raccoon-195.jpg 97,120,183,223,0
data/training_data/raccoon-196.jpg 101,96,210,203,0
data/training_data/raccoon-197.jpg 216,57,675,593,0
data/training_data/raccoon-198.jpg 65,26,137,176,0 121,29,192,150,0
data/training_data/raccoon-199.jpg 217,84,527,394,0
data/training_data/raccoon-2.jpg 135,70,438,334,0
data/training_data/raccoon-20.jpg 2,100,720,468,0
data/training_data/raccoon-200.jpg 146,22,247,142,0
data/training_data/raccoon-21.jpg 77,6,206,169,0
data/training_data/raccoon-22.jpg 283,97,450,309,0
data/training_data/raccoon-23.jpg 122,4,259,193,0
data/training_data/raccoon-24.jpg 84,59,178,139,0 156,89,201,135,0
data/training_data/raccoon-25.jpg 105,115,313,326,0
data/training_data/raccoon-26.jpg 133,14,305,306,0
data/training_data/raccoon-27.jpg 59,45,466,332,0
data/training_data/raccoon-28.jpg 113,81,540,352,0
data/training_data/raccoon-29.jpg 78,9,251,174,0
data/training_data/raccoon-3.jpg 3,1,666,482,0
data/training_data/raccoon-30.jpg 92,29,183,166,0
data/training_data/raccoon-31.jpg 86,20,180,185,0 20,66,75,130,0
data/training_data/raccoon-32.jpg 208,111,449,310,0
data/training_data/raccoon-33.jpg 170,30,579,619,0
data/training_data/raccoon-34.jpg 2,10,217,191,0
data/training_data/raccoon-35.jpg 1,0,161,181,0
data/training_data/raccoon-36.jpg 202,32,460,425,0
data/training_data/raccoon-37.jpg 171,4,409,591,0
data/training_data/raccoon-38.jpg 12,32,258,172,0
data/training_data/raccoon-39.jpg 68,14,248,161,0
data/training_data/raccoon-4.jpg 81,19,201,173,0
data/training_data/raccoon-40.jpg 182,58,324,263,0
data/training_data/raccoon-41.jpg 242,86,519,458,0
data/training_data/raccoon-42.jpg 193,238,340,440,0
data/training_data/raccoon-43.jpg 1,74,226,309,0
data/training_data/raccoon-44.jpg 100,23,217,163,0
data/training_data/raccoon-45.jpg 187,11,434,360,0
data/training_data/raccoon-46.jpg 183,6,418,318,0
data/training_data/raccoon-47.jpg 46,6,233,182,0
data/training_data/raccoon-48.jpg 41,36,231,159,0
data/training_data/raccoon-49.jpg 174,47,617,398,0
data/training_data/raccoon-5.jpg 20,3,253,162,0
data/training_data/raccoon-50.jpg 63,6,163,160,0
data/training_data/raccoon-51.jpg 328,115,640,525,0
data/training_data/raccoon-52.jpg 183,16,457,475,0
data/training_data/raccoon-53.jpg 96,47,189,169,0
data/training_data/raccoon-54.jpg 146,11,444,311,0
data/training_data/raccoon-55.jpg 20,64,244,296,0 286,40,536,354,0
data/training_data/raccoon-56.jpg 50,5,197,196,0
data/training_data/raccoon-57.jpg 171,6,642,425,0
data/training_data/raccoon-58.jpg 3,1,158,195,0
data/training_data/raccoon-59.jpg 108,10,420,417,0
data/training_data/raccoon-6.jpg 2,49,284,316,0
data/training_data/raccoon-60.jpg 85,40,182,115,0
data/training_data/raccoon-61.jpg 96,62,193,141,0 159,49,213,97,0
data/training_data/raccoon-62.jpg 235,28,542,403,0
data/training_data/raccoon-63.jpg 270,107,394,284,0 123,116,267,268,0
data/training_data/raccoon-64.jpg 3,2,230,193,0
data/training_data/raccoon-65.jpg 145,48,314,267,0
data/training_data/raccoon-66.jpg 339,58,577,367,0
data/training_data/raccoon-67.jpg 93,27,227,159,0
data/training_data/raccoon-68.jpg 4,43,502,415,0
data/training_data/raccoon-69.jpg 17,14,174,237,0
data/training_data/raccoon-7.jpg 119,94,274,242,0
data/training_data/raccoon-70.jpg 92,9,386,358,0
data/training_data/raccoon-71.jpg 152,71,459,327,0
data/training_data/raccoon-72.jpg 226,201,442,366,0 124,49,274,323,0
data/training_data/raccoon-73.jpg 80,24,209,156,0
data/training_data/raccoon-74.jpg 180,21,447,473,0
data/training_data/raccoon-75.jpg 2,4,625,437,0
data/training_data/raccoon-76.jpg 38,3,212,117,0
data/training_data/raccoon-77.jpg 310,2,618,321,0
data/training_data/raccoon-78.jpg 44,23,157,206,0
data/training_data/raccoon-79.jpg 188,6,536,396,0
data/training_data/raccoon-8.jpg 73,18,215,162,0
data/training_data/raccoon-80.jpg 32,30,176,142,0
data/training_data/raccoon-81.jpg 33,93,398,357,0
data/training_data/raccoon-82.jpg 50,2,611,498,0
data/training_data/raccoon-83.jpg 164,21,494,304,0
data/training_data/raccoon-84.jpg 42,28,178,165,0
data/training_data/raccoon-85.jpg 244,85,484,402,0
data/training_data/raccoon-86.jpg 231,43,411,397,0
data/training_data/raccoon-87.jpg 31,13,194,182,0
data/training_data/raccoon-88.jpg 155,69,477,332,0
data/training_data/raccoon-89.jpg 65,14,202,159,0
data/training_data/raccoon-9.jpg 35,13,338,377,0
data/training_data/raccoon-90.jpg 127,102,491,410,0 545,167,639,287,0
data/training_data/raccoon-91.jpg 40,18,196,279,0
data/training_data/raccoon-92.jpg 66,60,669,487,0
data/training_data/raccoon-93.jpg 102,43,229,176,0
data/training_data/raccoon-94.jpg 245,53,483,393,0
data/training_data/raccoon-95.jpg 72,68,235,238,0
data/training_data/raccoon-96.jpg 55,46,197,142,0
data/training_data/raccoon-97.jpg 9,54,331,210,0
data/training_data/raccoon-98.jpg 140,38,319,259,0
data/training_data/raccoon-99.jpg 19,43,127,207,0
